county,Name,SymbolID,site_desc,lon,lat
Marathon,35. Rib Mountain State Park,0,"Rib Mountain is a billion-year-old hill that is the capstone of this beautiful state park. A 60-foot observation tower atop the hill offers spectacular views of the Rib River and valley. From spring through fall, this park is a great place to watch large numbers of Turkey Vultures, hawks and Bald Eagles glide on the thermals above. In the spring, park woodlands attract large numbers of migrating songbirds, especially warblers. In the summer, it holds Winter Wrens, Yellow-bellied Flycatcher and Tufted Titmice. In the fall, it offers one of the best spots to watch migrating hawks. The park offers 9 miles of hiking trails, 30 campsites and terrific skiing in the winter. <br><br>Phone: 715/ 842-2522 <br><br>Web: wiparks.net <br><br>Signature species: Bald Eagle, Broad-winged Hawk & Osprey <br><br>Rare species: Golden Eagle <br><br>Gazetteer: Page 64, A-3 <br><br>Parking: Parking lots <br><br>Nearest food & lodging: Wausau <br><br>Fee: Park fees apply",-89.676075,44.917957
Marquette,36. Comstock Bog Meadow State Natural Area,0,"This property lies within a large basin in the glaciated Central Plain. It has a quaking bog mat of sedges and sphagnum moss. The alkaline conditions of the water support the growth of unusual plants such as pitcher plant and bog-rosemary. The property changes to a sedge meadow that is treeless and open except for a small area of tamarack, poison sumac, and bog birch. Sandhill Cranes are here by the hundreds in the fall where they rest for migration. Nesting birds around the marsh and sedge meadows include wading birds and some hard-to-find grassland species. <br><br>Phone: 920/787- 4686 <br><br>Web: www.dnr.wi.gov <br><br>Signature species: Sandhill Crane, Sora & Virginia Rail, Bobolink, Leconte・・s & Henslow・・s Sparrow <br><br>Rare species: Yellow Rail & Blueheaded Vireo <br><br>Gazetteer: Page 44, A-2 <br><br>Parking: Parking lot <br><br>Nearest food & lodging: Montello",-89.271641,43.880696
Marquette,37. Germania Marsh State Wildlife Area,0,"This 2,400-acre site is a mix of oak forest, wetlands, sedge meadows and old fields. The Mecan River flows through the property hydrating the wetlands and attracting flocks of waterfowl in the spring and fall. In the summer, the meadows support Karner Blue Butterflies while the marshes hold Blanding・・s turtles. Look for terns as they dive for small minnows or insects. In the spring, listen for the American Woodcock in the aspen thickets at dusk, and hear the drumming of the Ruffed Grouse in the woods. The sky overhead can be filled with migrating Common Night Hawks in late August. Look for Red-tail Hawks and Turkey Vultures soaring overhead, and low-flying Northern Harriers over the meadows. <br><br>Phone: 920/361-3149 <br><br>Web: www.dnr.wi.gov <br><br>Signature Species: Bald Eagle & Osprey <br><br>Rare Species: Common, Black & Forester・・s Terns <br><br>Gazetteer: Page 44, A-2 <br><br>Parking: Parking lots <br><br>Nearest food & lodging: Montello and Westfield",-89.296532,43.901727
Marquette,38. Mecan River State Fishery & Wildlife Area,0,"The beautiful Mecan River flows through this 740-acre property defining the landscape. The forested uplands offer nesting sites for warblers, woodpeckers and Ruffed Grouse. An occasional Bob-white Quail can be heard calling in the springtime. The marshlands are good places to look for turkeys and sedge wrens. The meadows shelter many species of grassland birds. The property is just north of the Mecan River Fisheries Area, so bring your fly rod and your canoe. In the early evening, look for red fox, coyotes, badgers, mink and fox squirrels along the roads. <br><br>Phone: 920-361-3149 <br><br>Web: www.dnr.wi.gov <br><br>Signature Species: Wild Turkey, Sandhill Crane & Ruffed Grouse <br><br>Rare Species: Loggerhead Shrike, Bob-white Quail & Northern Saw-whet Owl <br><br>Gazetteer: Page 44, A-2 <br><br>Parking: Parking lots <br><br>Nearest food & lodging: Westfield and Montello",-89.350948,43.949945
Marquette,39. Muir Park State Natural Area,0,"Muir Park is the boyhood home of conservationist John Muir, founder of the Sierra Club and the father of the National Park System. This 150-acre property is within John Muir Memorial County Park. It consists of upland and wetland communities surrounding 30-acre Ennis Lake. Small fens along the shoreline and an outlet stream to the Fox River contain many unusual plants, including nodding lady・・s-tresses orchid. The restored prairie is a magnet for grassland birds such as Bobolinks, while the oak savannas are rich in warblers and other migrating songbirds. A trail takes you around the lake and wooden bridges carry you over wet areas and streams. <br><br>Phone: 920/787-4686 <br><br>Web: www.dnr.wi.gov <br><br>Signature species: Pileated Woodpecker, Yellow-bellied Flycatcher & Eastern Kingbird <br><br>Rare species: Red-headed Woodpecker, Acadian Flycatcher, Bob-white Quail <br><br>Gazetteer: Page 44, C-1 <br><br>Parking: Parking lot <br><br>Nearest food & lodging: Endeavor or Montello",-89.394035,43.684136
Marquette,40. Observatory Hill State Natural Area,0,"Observatory Hill is the highest point in Marquette County, rising 300 feet above the countryside. It was a favorite childhood haunt of naturalist John Muir who lived nearby. A trail leads to the top where you can immerse yourself in the beauty of this Central Wisconsin landscape. The woods that cover the property are being restored to oak savanna. It contains remnant prairie plants. The mix of oaks, basswoods and cedar trees attract many species of songbirds including Scarlet Tanagers, Cedar Waxwings, Red-eyed vireos, and Golden-crowned Kinglets. <br><br>Phone: 920/787-4686 <br><br>Web: www.dnr.wi.gov <br><br>Signature species: Turkey <br>Vulture, Bald Eagle & Eastern Phoebe <br><br>Rare species: Loggerhead Shrike, Warbling Vireo & Redheaded Woodpecker <br><br>Gazetteer: Page 44, C-1 <br><br>Parking: Parking lot <br><br>Nearest food & lodging: Endeavor or Montello",-89.341164,43.700892
Menominee,41. Menominee County,0,,-88.74777,45.030474
Monroe,42. Big Creek State Fishery Area,0,"Big Creek meanders through this 1,316-acre property managed for trout fishing, hunting, hiking and wildlife viewing. The forests and lowland brush areas attract a variety of birds. Look for Yellow-bellied Flycatchers, Brown Thrashers and Gray Catbirds in the shrubs along the creek with Eastern Bluebirds and Savannah Sparrows in the meadows. Forested sections hold Yellow-bellied Sapsuckers, Whip-poorwills, Nashville and Black-and-white Warblers. Blaze your own trail through this area, keeping an eye open for badgers and fox in the meadows, and mink along the creek. For anglers, Big Creek produces some nice trout. <br><br>Phone: 608/785-9000 <br><br>Web: www.dnr.wi.gov <br><br>Signature Species: Bald Eagle, Ruffed Grouse & Wild Turkey <br><br>Rare Species: Hooded Warbler, Clay-colored Sparrow & Lincoln・・s Sparrow <br><br>Gazetteer: Page 50, D-1 <br><br>Seasonality: Open all year <br><br>Parking: Parking lot <br><br>Nearest food & lodging: Sparta",-90.851269,44.0919
Monroe,43. Fort McCoy (Military Reservation) Barrens State Natural Area,0,"While this property is a heavily used military base, there are many rare species of plants and animals found here. This SNA protects an oak barrens of exceptional quality and diversity. Much of the area is open, sandy prairie with groves and scattered trees of black, Hill・・s, bur, and white oaks. Several large sand blows are habitat for prairie fame-flower and prairie larkspur. Avian life is equally diverse and includes Upland Sandpipers and Grasshopper Sparrows. <br><br>Phone: 608/388-5766 or 5374 ・・ visitors must call in advance for access permission <br><br>Web: www.dnr.wi.gov <br><br>Signature species: Eastern Bluebird, Sedge Wren, Lark Sparrow, Turkey Vulture & Karner Blue Butterfly <br><br>Rare Species: Red-headed Woodpecker, Vesper and Henslow・・s Sparrows, Bobolink and Western Meadowlark <br><br>Gazetteer: Page 41, A-5 <br><br>Seasonality: Open all year <br><br>Parking: Parking lots <br><br>Nearest food & water: Sparta",-90.720978,43.955506
Monroe,44. La Crosse River State Fishery Area,0,"This 457-acre property is northeast of the La Crosse River Trail Prairie State Natural area and is dominated by the La Crosse River. The landscape is ideal for Wild Turkeys, badgers, mink and red fox. Shrubby areas along the stream attract Brown Thrashers, Yellow and Common Yellowthroat Warblers while the forests harbor a variety of woodpeckers, warblers and the Hermit Thrush. Blue-winged, Golden-winged and Chestnut-sided Warblers nest on this property along with Yellow-rumped Warblers. If you like to fish for trout, or just relax along the river, this property is a great place to visit. <br><br>Phone: 608/785-9000 <br><br>Web: www.dnr.wi.gov <br><br>Signature species: Belted Kingfisher, Eastern Wood Pewee, Eastern Kingbird, Northern Flicker, Long-billed Marsh & Sedge Wren <br><br>Rare species: Pileated Woodpecker, Acadian Flycatcher & Blue-gray Gnatcatcher <br><br>Gazetteer: Page 41, A-4 <br><br>Seasonality: Open all year <br><br>Parking: Parking lot <br><br>Nearest food & lodging: Sparta",-90.738831,43.988615
Monroe,45. La Crosse River Trail Prairie State Natural Area,0,"This property is located along the La Crosse River State trail east and west of Rockland. It features two stretches of dry to dry-mesic sand prairie in a former railroad right-of-way that total 56 acres. These long, linear remnants lie on a sandy terrace of the La Crosse River and are indicative of the once vast prairie and savanna complex that covered this part of the state. Prairie meadows are in bloom from early spring to the last hard frost of October, attracting numerous species of butterflies and many species of grassland birds. This segment of the trail is drier than the La Crosse segment to the west, but you will want to walk or ride your bike and enjoy the beautiful landscape. <br><br>Phone: 608/785-9000 <br><br>Web: www.dnr.wi.gov <br><br>Signature species: Black & Yellow-billed Cuckoo, Chimney Swift, Least Flycatcher & Eastern Kingbird <br><br>Rare species: Red-headed Woodpecker, Acadian Flycatcher & Purple Martin <br><br>Gazetteer: Page 41, A-4 <br><br>Seasonality: Open all year <br><br>Parking: Parking lots <br><br>Nearest food & lodging: Sparta <br><br>Fees: Bike trail fee",-90.880451,43.919164
Monroe,46. Meadow Valley State Wildlife Area,0,"This 58,000-acre site features eight flowages, 1,000 acres of open water, a waterfowl refuge, 6 miles of public use roads, 9 primitive campground sites and 25 miles of snowmobile trails available for hiking. It is managed for the optimum production of forest and wetland wildlife, and is a popular place to view wildlife, hunt and fish. Moist soil management allows two or three impounded water drawdowns each year, providing excellent habitat for shorebirds. This large property extends into Juneau County to the east. Interesting and elusive mammals here include gray fox and snowshoe hares. <br><br>Phone: 715/884-2437 <br><br>Web: www.dnr.wi.gov <br><br>Signature species: Sandhill Crane, Ruffed Grouse, Barred Owl, Bank and Cliff Swallow & Whip-poor-will. <br><br>Rare species: Whooping Crane, American Egret, Trumpeter Swans, Yellow-billed Cuckoo & Karner Blue Butterfly <br><br>Gazetteer: Page 51, D-5 <br><br>Seasonality: Open all year <br><br>Parking: Parking lots <br><br>Nearest food & lodging: Necedah",-90.371132,44.086599
Outagamie,47. Bubolz Nature Preserve,0,"This 758-acre nature preserve has 8 miles of wildlife viewing trails that access fields and a large wetland area, all of which was once a cedar swamp. The earth sheltered nature center offers guided tours, workshops, classes and programs hosted by staff naturalists. Watch for Bobolinks and Meadowlarks as you hike the grassy fields in the summer. In the fall, look for low-flying Northern Harriers hunting for small mammals. An evening walk through the preserve may produce white-tailed deer or a red fox. <br><br>Phone: 920/984-3700 <br><br>Web: www.bubolzpreserve.org <br><br>Signature Species: Monarch Butterfly & Yellow-bellied Sapsucker <br><br>Rare Species: Pileated Woodpecker, Scarlet Tanager & Merlin <br><br>Gazetteer: Page 55, 5-B <br><br>Seasonality: Year round - nature center closed Mondays <br><br>Parking: Parking Lot <br><br>Nearest Food & Lodging: Appleton",-88.47084,44.316848
Outagamie,48. Mack State Wildlife Area & DOT Mitigation Site,0,"This 1,350-acre property is actually two sites; one north and one south of Hwy 54. The property contains marsh, aspen, swamp, hardwood forests, lowland brush and grasslands. An abandoned railroad bed that is slated to become a state trail for hiking and biking bisects the southern section of the property. The area is fairly flat as it was once a glacial lakebed. The 480-acre mitigation site located on Van Patten Drive is north of Hwy 54. Visit the accessible viewing platform and educational kiosk found there to get a bird・・s eye view of a wetland and wetland birds. <br><br>Phone: 715/524-2183 <br><br>Web site: www.dnr.wi.gov <br><br>Signature Species: Black Tern, Tundra Swan, Yellow-headed Blackbird & Sora Rail <br><br>Rare Species: Great Egret <br><br>Gazetteer: Page 54, A-4 <br><br>Seasonality: Open all year <br><br>Parking: Parking lots <br><br>Nearest Food & Lodging: New London",-88.519764,44.462823
Outagamie,49. Outagamie County State Wildlife Area,0,"This 1,000-acre property allows more access to the many-faceted Wolf River. Trails lead through forest, marsh and grasslands along the river where you can observe waterfowl during migrations. Or, a hike into the swamps can produce a variety of herons and even Black Terns. The terns can be heard calling continually as they swoop and bob above the water hunting insects. Yellowheaded Blackbirds call from their cattail stands as well. Listen for Longbilled Marsh Wrens in the marshes and Sedge Wrens in the grassy uplands. <br><br>Phone: 715/524-2183 <br><br>Web: www.dnr.wi.gov <br><br>Signature Species: Ruffed Grouse, Blue-gray Gnatcatcher and Cerulean Warbler <br><br>Rare Species: Osprey and Black Terns <br><br>Gazetteer: Page 54, A-4 <br><br>Seasonality: Open all year <br><br>Parking: Parking lots <br><br>Nearest Food & Lodging: Shiocton",-88.574181,44.492832
Outagamie,50. Wolf River Bottoms State Wildlife Area,0,"The Wolf River dominates this 2,600-acre property supplying ample water in the spring to fill the wetlands and temporarily flood the lands surrounding the property. All of this water draws in impressive numbers of ducks, geese, swans and shorebirds in April and May. As spring gives way to summer, the meadows and woods teem with warblers and many species of songbirds, while broods of ducks begin to show themselves in the marshes. In the fall, bird migrations can be exciting as well. The area is remote and well worth repeated visits. <br><br>Phone: 715/524-2183 <br><br>Web: www.dnr.wi.gov <br><br>Signature Species: Sandhill Cranes, Ruffed Grouse & American Woodcock <br><br>Rare Species: Loggerhead Shrike & Prothonotary Warbler <br><br>Gazetteer: Page 66, D-3 <br><br>Seasonality: Open all year <br><br>Parking: Parking lots <br><br>Nearest Food & Lodging: Shiocton or Hortonville",-88.598385,44.508381
Portage,51. Buena Vista Grasslands,0,"This 11,300-acre site is a mix of stateowned and leased lands scattered over 88 square miles. It is home to then largest concentration of Greater Prairie Chickens in Wisconsin. Buena Vista represents one of the most extensive grasslands east of the Mississippi River. The area has been developed by the DNR, the Dane County Conservation League and the Society of Tympanuchus cupido pinnatus. In the process of preserving the land for Prairie Chickens, habitat has been developed for a broad array of rare and uncommon birds. Also found within the project are wetlands and nesting Northern Harriers, Sandhill Cranes, Willow Flycatchers and Brown Thrashers. <br><br>Phone: 608/339-3385 <br><br>Web: www.dnr.wi.gov <br><br>Signature species: Greater Prairie Chicken <br><br>Rare species: Cattle Egret, Golden Eagle, Snowy and Shorteared Owl, Acadian Flycatcher, Henslow・・s Sparrow & Bobolink <br><br>Gazetteer: Page 52, B-4 <br><br>Seasonality: Open all ",-89.637794,44.33269
Portage,52. Dewey Marsh State Natural Area,0,"Located within the 5,677-acre Dewey Marsh State Wildlife Area, this 926-acre State Natural Area (SNA) contains an expansive conifer swamp, northern sedge meadow and bog embedded with small islands forested with aspen, birch, red maple, and white pine. The sedge meadow forms the headwaters of Hay Meadow Creek. There are areas of conifer swamp containing tamarack and black spruce. During fall migrations, Shorteared Owls can be seen in small flocks. In the winter, look for Pileated Woodpeckers as they fly from woodlot to woodlot. Red Crossbills and Whitewinged Crossbills can be found in the conifer swamps. All summer long, a wide array of songbirds and grassland species nest in this unique site. <br><br>Phone: 715/421-7800 <br><br>Web: www.dnr.wi.gov <br><br>Signature species: Northern Harrier, Ruffed Grouse, Grasshopper, Vesper & Savannah Sparrow <br><br>Rare species: Sharp-tailed Grouse & Greater Prairie Chicken <br><br>Gazetteer: Page 64, C- 4 <br><br>Seasonality: Open year round ・・ some roads impassable in winter <br><br>Parking: Park along the road <br><br>Nearest ",-89.572649,44.637269
Portage,53. Iverson Park,0,"With more than 200 species on its bird list, this park is the place to go for a great urban wildlife experience in Stevens Point. The 121-acre park is located along the Plover River that serves as a major migratory corridor for birds in the spring and fall. The property consists of deciduous and conifer forests, extensive wetlands, the Plover River, and McDill Pond. Many hiking trails traverse the property. There are picnic areas, park shelters and playground equipment for the kids. In winter, the trails are a popular with crosscountry skiers. The city・・s 24-mil",-89.538918,44.521479
Portage,54. Richard A. Hemp State Fishery Area,0,"This 1,375-acre site is one of the best warbler habitats in Wisconsin. Of the 30 species seen on the property, a total of eighteen have been documented as breeders. The combination of forested, river and wetland habitats makes this a special place. This site is considered semi-wilderness and is a great property to visit. The maple forests and river areas produce an exceptional spring wildflower display. Skunk cabbage bloom first (late winter) followed by marsh marigolds, may apples and trillium. The spring frog chorus can be deafening, as huge numbers of spring peepers, chorus, green and gray-tree frogs sing from spring through summer. <br><br>Phone: 715/421-7800 <br><br>Web: www.dnr.wi.gov <br><br>Signature species: Blue-winged, Golden-winged & Hooded Warblers, Willow & Alder Flycatchers, Eastern Kingbird <br><br>Rare species: Karner Blue Butterfly, Golden Eagle, Common Raven & Louisiana Waterthrush <br><br>Gazetteer: Page 65, D-6 <br><br>Seasonality: Open all year <br><br>Parking: Parking areas <br><br>Nearest food & lodging: Amherst Junction or Stevens Point",-89.320951,44.548735
Portage,55. Schmeeckle Reserve,0,"This 275-acre reserve on the campus of UW-Stevens Point is a College of Natural Resources field station, providing rich learning and research opportunities for faculty and students. It is located on the north side of the city and serves as a trailhead for the Green Circle Trail that circumnavigates the city. The habitat is diverse with mixed conifer and deciduous forests, wetlands, a small woodland stream and 24- acre Joanis Lake. The Reserve offers 5.5 miles or trails. Its bird list is an impressive 218 species, with 33 species of mammals recorded on the site. In the spring, the amphibian chorus of frogs and toads sing nightly. The reserve・・s visitor・・s center houses the Wisconsin Conservation Hall of Fame. <br><br>Phone: 715/",-89.564924,44.539896
Shawano,56. Jung Hemlock-Beech Forest State Natural Area,0,"This State Natural Area is a remnant of the northern mesic forest that once covered millions of acres of northeastern Wisconsin. There are old-growth hemlock, American beech, sugar maple, yellow birch and scattered white pine trees that are 150-200 years old. The rich ground layer of plants includes bluebead-lily, wintergreen and beechdrops, a root parasite of beech trees. Small sedge-sphagnum bogs contain tamarack and black spruce. Wetlands contain bog-laurel, mountain holly, cotton grass and pitcher plants. Nesting birds fill the property with song in the spring. <br><br>Phone: 715/524-2183 <br><br>Web: www.dnr.wi.gov <br><br>Signature Species: Wood Thrush, Red-eyed Vireo & Eastern Wood Pewee <br><br>Rare Species: Red and White Crossbills & Blue-headed Vireo <br><br>Gazetteer: Page 66, B-2 <br><br>Seasonality: Open all year <br><br>Parking: Parking area <br><br>Nearest Food & Lodging: Gresham",-88.794422,44.808635
Shawano,58. Navarino State Wildlife Area &Nature Center,0,"This 15,000-acre property is a mix of prairie, woodlands, marshes and flowages. The Wolf and Shioc Rivers shape the character of this landscape that is home to many species of native mammals including badgers, coyotes, porcupines and beavers. A nature center offers visitors educational opportunities and there are programs led by staff naturalists. There are prairie restorations to explore, or enjoy a 47- mile, self-guided auto tour of the property. Drives through the area in the early evening produce many sightings of deer, or you might hear the call of a Great Horned or Barred Owl. <br><br>Phone: 715/758-6999 <br><br>Web: www.navarino.org <br><br>Signature Species: Northern Harrier, Eastern Bluebird, Tundra Swan & American Bittern <br><br>Rare Species: Loggerhead Shrike & Little Blue Heron <br><br>Gazetteer: Page 66, 4-C <br><br>Seasonality: Open all year <br><br>Parking: Parking Lots <br><br>Nearest Food & Lodging: Shawano or Bonduel",-88.53208,44.633192
Shawano,59. Shawano Lake,0,"At 6,178 acres, Shawano Lake is part of a 62 square mile watershed within the Wolf River Basin. It is heavily used yearround for recreation. It is significant to wildlife, especially during spring and fall migrations when waterfowl of all types can be found on the lake. There are good roads around the lake that lead to five boat launches. Fishing on the lake has always been good; wet a line for walleye, northern, large-mouth bass and panfish. The county park at the north end of the lake contains woodlands where you can find Redheaded Woodpeckers. American White Pelicans and Tundra Swans can be found on the lake in the spring.<br><br>Phone: 715/524-4162<br><br>Web: www.co.shawano.wi.us<br><br>Signature Species: Yellowheaded blackbird & Common Loon<br><br>Rare Species: Red-headed Woodpecker<br><br>Gazetteer: Page 66, B-4<br><br>Seasonality: Open all year<br><br>Parking: Parking lots<br><br>Nearest food & lodging: Shawano",-88.518391,44.807904
Waupaca,60. Hartman Creek State Park,0,"With several quiet lakes to explore, these two properties are popular destinations for canoeists and kayakers. Hikers and birders enjoy the trails that traverse these 2,800 acres, including parts of the Ice Age National Scenic Trail. The properties offer a mix of habitats including pine and hardwood forests, oak savannas, old fields, marshes, lakes, and upland meadows. This variety attracts lots of birds; the bird list for the properties is an impressive 253 species. Volunteer naturalists at the park offer interpretive programs throughout the summer. <br><br>Phone: 715/258-2372 <br><br>Web: www.dnr.wi.gov <br><br>Signature Species: Scarlet Tanager, Least Flycatcher, Redtailed Hawk, American Kestrel & Karner Blue Butterfly <br><br>Rare Species: Acadian Flycatcher, Grasshopper Sparrow & Henslow・・s Sparrow <br><br>Gazetteer: Page 53, 7-B <br><br>Seasonality: Open all year <br><br>Parking: Parking lots <br><br>Nearest Food & Lodging: Waupaca <br><br>Fees: Park fees apply",-89.213972,44.32687
Portage,60. Emmons Creek Fishery Area,0,"With several quiet lakes to explore, these two properties are popular destinations for canoeists and kayakers. Hikers and birders enjoy the trails that traverse these 2,800 acres, including parts of the Ice Age National Scenic Trail. The properties offer a mix of habitats including pine and hardwood forests, oak savannas, old fields, marshes, lakes, and upland meadows. This variety attracts lots of birds; the bird list for the properties is an impressive 253 species. Volunteer naturalists at the park offer interpretive programs throughout the summer. <br><br>Phone: 715/258-2372 <br><br>Web: www.dnr.wi.gov <br><br>Signature Species: Scarlet Tanager, Least Flycatcher, Redtailed Hawk, American Kestrel & Karner Blue Butterfly <br><br>Rare Species: Acadian Flycatcher, Grasshopper Sparrow & Henslow・・s Sparrow <br><br>Gazetteer: Page 53, 7-B <br><br>Seasonality: Open all year <br><br>Parking: Parking lots <br><br>Nearest Food & Lodging: Waupaca <br><br>Fees: Park fees apply",-89.232159,44.30782
Waupaca,61. Keller Whitcomb Creek Woods State Natural Area,0,"This 97-acre SNA includes the headwaters of Whitcomb Creek, a sandy-bottomed, fast flowing, Class 1 trout stream with naturally reproducing brown and brook trout. The property・・s northern dry-mesic forest of white pine, red pine, red oak and white oak grades into a mesic forest of hemlock, yellow birch, paper birch, and sugar maple. Low areas near the stream consist of almost pure white cedar. The ground layer contains many species of ferns and fungi. Mink, red fox and reptiles use the area, along with a wide variety of songbirds including Mourning, Nashville and Yellow-rumped Warblers, Ovenbirds, Northern Waterthrush and White-throated Sparrows. <br><br>Phone: 920/787-4686 <br><br>Web: www.dnr.wi.gov <br><br>Signature Species: Winter Wren, Common Raven, Hermit Thrush & Veery <br><br>Rare Species: Red-shouldered Hawk, Yellow-bellied Flycatcher, & Merlin <br><br>Gazetteer: Page 65, D-8 <br><br>Seasonality: Open all year <br><br>Parking: Parking along road <br><br>Nearest Food & Lodging: Iola",-89.056034,44.5868
Waupaca,62. Mukwa State Wildlife Area,0,"This 1,290-acre property is a large complex of marsh, river and woods. Some of the river bottom areas are important to spring songbirds while the backwater areas attract many waterfowl species, especially in the spring. Barred and Great Horned Owls nest in the woods and Belted Kingfishers dive for minnows from trees overhanging the water. Tundra Swans can be seen during the fall migration along with numerous species of herons and geese. There are many well-marked access points where you can launch your canoe or kayak for a lazy paddle on the water. Look for mink, muskrat, woodchucks and badgers. <br><br>Phone: 920/787-4686 <br><br>Web: www.dnr.wi.gov <br><br>Signature Species: Osprey, Bald Eagle, Northern Harrier & American Kestrel <br><br>Rare Species: Northern Shrike, Least Bittern & Great Egret <br><br>Gazetteer: Page 54, A-2 <br><br>Seasonality: Open all year <br><br>Parking Lot: Parking lots provided <br><br><br>Nearest Food & Lodging: New London",-88.786011,44.392089
Waupaca,63. Myklebust Lake State Natural Area,0,"Myklebust Lake is a deep, 20-acre, marl-bottom lake with undeveloped shoreline and remarkably clear, alkaline water supplied by numerous springs. A small outlet stream feeds the South Branch of the Little Wolf River. White water-lily and bull-head lily bloom here along with many other wetland plants, including wild rice. A northern wet forest of tamarack, red maple and elm borders the outlet stream. A two-acre black spruce bog occupies the southeast corner of the property. The east shore is dominated by a small stand of old white pine, some more than 2 feet in diameter. The uniqueness of the property attracts many species of birds and mammals. <br><br>Phone: 920/787-4686 <br><br>Web: www.dnr.wi.us <br><br>Signature Species: Mourning Warbler, Pileated Woodpecker & Yellow-throated Vireo <br><br>Rare Species: Northern Waterthrush, Least Bittern & Great Egret <br><br>Gazetteer: Page 53, A-7 <br><br>Seasonality: Open all year <br><br>Parking Lot: Parking area <br><br>Nearest Food & Lodging: Iola",-89.129677,44.493505
Waupaca,64. Waupaca County Sturgeon Trail,0,"In April and May, Lake Sturgeon spawn here in this shallow, rocky stretch of the Wolf River. The Sturgeon is Wisconsin・・s oldest and largest fish. In 2001, the Wisconsin DNR paved a half-mile of surface trail along the river to make it easy and safe for people to observe these ancient creatures. The site is completely accessible. While you・・re in the area, look for waterfowl during spring and fall migrations, and scan the trees for songbirds. Plans call for trail expansion in the future. This site is always good for wildlife viewing, even when the sturgeon viewing season ends. <br><br>Phone: 715/258-6243 <br><br>Web: www.waupacacountyparks.com <br><br>Signature Species: Lake Sturgeon, waterfowl, songbirds & herons <br><br>Gazetteer: Page 54, A-2 <br><br>Seasonality: Open all year <br><br>Parking: Signs mark parking lots <br><br>Nearest Food & Lodging: New London",-88.774252,44.399694
Waushara,65. Greenwood State Wildlife Area,0,"This site is 1,438 acres of restored oak savanna and prairie, partly done to save the endangered oak savanna community, and partly to encourage its Karner Blue Butterfly population. The prairie habitat is vital nesting cover for Bobolinks, Grasshopper, Field and Vesper Sparrows, and both Eastern and Western Meadowlarks. Look for Karner Blue Butterflies in June and July where lupine plants mix with the stands of prairie grasses. Intermixed with beautiful prairie wildflowers are monarch butterflies and prairie mammals like 13-lined ground squirrels and badgers. You can also hike the Ice Age Trail at this site. <br><br>Phone: 920/424-3050 <br><br>Web: www.dnr.wi.gov <br><br>Signature Species: Ruffed Grouse & Sandhill Crane <br><br>Rare Species: Bob-white Quail & Karner Blue Butterfly <br><br>Gazetteer: Page 53, C-5 <br><br>Seasonality: Open all year <br><br>Parking: Parking lots <br><br>Nearest Food & Lodging: Hancock",-89.493599,44.103489
Waushara,66. Karner Blue Meadow State Natural Area,0,"This 40-acre property provides dry, sandy, prairie habitat for a large population of the federally endangered Karner Blue Butterfly. Wild lupine, the only plant the butterfly・・s larvae feed on, grows here in abundance. Other flowering prairie plants, such as rough blazing- star, black-eyed Susan, and New Jersey tea, supply nectar for adult Karner blues. The tiny butterfly, with a wingspan of only 1 inch, produces two adult generations each year, each living only about a week. Typically, early June and the end of July are the best times to see this beautiful butterfly. <br><br>Phone: 920/787-4686 <br><br>Web: www.dnr.wi.gov <br><br>Signature Species: Karner Blue Butterfly <br><br>Rare Species: Yellow-billed Cuckoo <br><br>Gazetteer: Page 53, C-7 <br><br>Seasonality: Open all year <br><br>Parking: Parking area on SE corner of site <br><br>Nearest Food & Lodging: Wild Rose & Wautoma",-89.197483,44.177033
Waushara,67. Mecan Springs & River State Fishery Area,0,"With seven lakes, Mecan Spring and the Mecan River, marshes, woodland and upland grasslands, this is a beautiful site to visit at any season. Bald Eagles nest in the area, and there are good opportunities to view many species of songbirds, herons and waterfowl of all kinds. Occasional flocks of American White Pelicans can be seen in the spring. As you drive the area, consider stopping at boat access points to check for birds. Trout anglers love this river; its clear, cold water produces some fine fish. Kayaks and canoes are a great way to explore these quiet waters and to view the waterfowl they harbor. <br><br>Phone: 920/424-3050 <br><br>Web: www.dnr.wi.gov <br><br>Signature Species: Bald Eagle & Red-tailed Hawk <br><br>Rare Species: Red-headed Woodpecker & Red-shouldered Hawk <br><br>Gazetteer: Page 53, D-5 <br><br>Seasonality: Open all year <br><br>Parking: Parking areas <br><br>Nearest Food & Lodging: Wautoma",-89.458752,44.049966
Waushara,68. Mount Morris Hills Park,0,"This county park is a good place to visit in every season. In springtime, the wildflowers are in bloom and warblers and other songbirds are passing through. In summer, it・・s a great place to hike and look for nesting birds, or bring your canoe and paddle Lake Morris in search of marsh birds and herons. In fall, the colorful leaves of the park・・s hardwood trees make it a must for a day trip. Turkey vultures glide on the thermals created around the large hill that rises sharply above Lake Morris. Hawks in migration are seen in good numbers at this park in the fall. Take a drive to the top of the hill and watch the hawks move. <br><br>Phone: 920/787-0431 <br><br>Web: www.1waushara.com/ <br><br>Signature Species: Turkey Vulture, Eastern Phoebe, & Pileated Woodpecker <br><br>Gazetteer: Page 53, C-7 <br><br>Seasonality: Open all year <br><br>Parking: Parking lot <br><br>Nearest Food & Lodging: Wautoma",-89.194908,44.118772
