county,Name,SymbolID,site_desc,lon,lat
Florence,31. Fox Maple Woods State Natural Area,0,"An outstanding 41-acre northern mesic forest surrounded on three sides by the Whisker Lake Wilderness Area. Canopy trees include old-growth sugar maple, basswood, hemlock, and yellow birch. Herbaceous plants are very rich and cover the forest in abundant spring ephemerals such as spring-beauty, yellow trout-lily and Dutchman's breeches. Exceptional in undisturbed areas. <br><br><strong>
<b>Phone:</b></strong> 608/266-7012 (WisconsinDNR) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us/org/land/er/sna' target='_blank'>https://www.dnr.state.wi.us/org/land/er/sna</a> <br><br><strong>Signature Species:</strong> Warblers and many types of northern songbirds, hawks and owls. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong>
<b>Seasonality:</b></strong>: Best in spring, summer, fall. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Florence, ten miles east.",-88.453503,45.916169
Florence,32. Lost Lake,0,"Situated on a beautiful, clear lake and surrounded by old-growth forest, this 1,000-acre site is ideal for the birdwatcher. Trails, including the ï¿½Eï¿½ï¿½EAssessors Trailï¿½Eï¿½ï¿½E - an historic interpretive trail, lead around the lake and through majestic hemlock and maple/birch hardwood forest. The lake edge is a good place to see and hear Great Blue Heron, loons and",-88.562336,45.882241
Florence,33. Spread Eagle Barrens State Natural Area,0,"A 7,400-acre, state-owned barrens; an area of undulating terrain with many small, clear lakes. Managed by fire, the barrens are interrupted with patches of mixed hardwood and conifer. The Pine River, a state-designated wild river, splits the acreage. There are many dirt roads, ample gravel parking, and good access. <br><br><strong>
<b>Phone:</b></strong> 888/889-0049 (Wild Rivers Interpretive Center) <br><br><strong>
<b>Website:</b> </strong> <br><a href='https://www.florencewisconsin.com/wric' target='_blank'>https://www.florencewisconsin.com/wric</a> <br>www.dnr.state.wi.us/org/land/er/sna <br><br><strong>Signature Species:</strong> Northern Harrier, Upland Sandpipers, Warbling Vireo. <br><br><strong>
<b>Seasonality:</b></strong>: Best in spring, summer and fall; secondary roads are not plowed in winter. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Florence, 8 miles northwest.",-88.20734,45.897655
Florence,34. Whisker Lake Wilderness Area,0,"A 7,500-acre federally designated wilderness heavily forested with several streams and seven beautiful lakes. Some Black Spruce and alder swamp, hardwoods, big White and Red Pine, Aspen, and wetland. This area is walkin camping only; no motorized or mechanized vehicles are allowed. It is a place of true natural solitude. <br><br><strong>
<b>Phone:</b></strong> 715/479-2827 or <br>715/528-4464 (US Forest Service) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.fs.fed.us/r9/cnnf' target='_blank'>https://www.fs.fed.us/r9/cnnf</a> <br><br><strong>Rare Species:</strong> White-winged Crossbill and Pine Grosbeaks in winter, Boreal Chickadees year-round.",-88.460369,45.963442
Forest,35. Ed's Lake National Recreation Trail,0,"Enjoy six miles of hiking/skiing trail that follows several early 1900's railroad grades through a variety of forest types. The property's 200 acres are hilly, rolling topography through hemlock/hardwood forest that has some scattered super-canopy white pine, and spruce/tamarack/heath bog. Birds common to these communities include: Blackburnian Warbler, Blueheaded Vireo, Ovenbird, Hermit Thrush, Black-throated Green Warbler, Pileated Woodpecker, Brown Creeper, Winter Wren, and Scarlet Tanager. <br><br><strong>
<b>Phone:</b></strong> 715/674-4481 (US Forest Service) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.fs.fed.us/r9/cnnf' target='_blank'>https://www.fs.fed.us/r9/cnnf</a> <br><br><strong>Rare Species:</strong> Loons on Ed's Lake. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Crandon, 8 miles west; or Wabeno, 8 miles east.",-88.788328,45.467956
Forest,36. Franklin & Butternut Lakes Area,0,"A wonderful 1,000-acre site for the<br>hiker/birder. A 13-mile loop of trail<br>winds around a number of beautiful<br>and remote lakes. A one-mile interpretive<br>nature trail (brochures available on<br>site) takes you through a 400-year-old<br>hemlock and pine forest. A boardwalk<br>crosses an open bog. Birds in these forest<br>communities include: Woodpeckers,<br>Wood Pewee, Winter Wren,<br>Blackburnian Warbler, Cape May<br>Warbler, and Ovenbird. Waterbirds on<br>and near the lake include Loon, Great<br>Blue Heron, Mallard, Spotted<br>Sandpiper, and Willow Flycatcher.<br><br><strong>
<b>Phone:</b></strong> 715/479-2827<br>(US Forest Service)<br><br><strong>
<b>Website:</b> </strong> <a href='https://www.fs.fed.us/r9/cnnf<br><br><strong>Signature' target='_blank'>https://www.fs.fed.us/r9/cnnf<br><br><strong>Signature</a> Species:</strong> Bald Eagles.<br><br><strong>Rare Species:</strong> Red-shouldered Hawk.<br><br><strong>Admission:</strong> Parking fee sticker<br>required at the trailhead - $3/daily<br>or $10/annually.<br><br><strong>
<b>Hours:</b></strong> 24/7. Campground open<br>May- Oct.<br><br><strong>Accessibility:</strong> A short loop at the<br>beginning of the nature trail is<br>accessible by wheelchair.<br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In<br>Eagle River, 12 miles west.",-89.013805,45.917363
Forest,37. Giant White Pine Grove State Natural Area,0,"One of the best examples of mature, northern mesic forest in northeastern Wisconsin. Located in the Forest Service's Headwaters Wilderness Area, the forest canopy of this 30-acre site contains large hemlock, sugar maple, yellow birch, and basswood. Huge white pines, some more than 3ï¿½Eï¿½ï¿½E in diameter, tower above the forest. <br><br><strong>
<b>Phone:</b></strong> 608/266-7012 (Wisconsin DNR) <br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us/org/land/er/sna' target='_blank'>https://www.dnr.state.wi.us/org/land/er/sna</a> <br><br><strong>Signature Species:</strong> Blackburnian and Black-throated Blue Warblers, Pileated Woodpeckers. <br><br><strong>Rare Species:</strong> Winter Wren, Evening Grosbeak, black bear and bobcat. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong>
<b>Seasonality:</b></strong>: Best in spring, summer & fall. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Three Lakes, 12 miles west.",-88.991318,45.786081
Forest,38. Knowles Creek Impoundment & Interpretive Trail,0,"This 170-acre wetland impoundment is a favorite with wildlife viewers. Open water, marsh, old fields and forests combine to attract many species including owls, hawks, eagles, loons, and waterfowl. Enjoy a 0.75-mile hiking trail. <br><br><strong>
<b>Phone:</b></strong> 715/473-2602 (US Forest Service) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.fs.fed.us/r9/cnnf' target='_blank'>https://www.fs.fed.us/r9/cnnf</a> <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br>Accessible: Yes.",-88.517704,45.411346
Forest,39. Wabikon & Riley Lakes,0,"Search for aquatic birds and shy forest <br>birds by canoe. A large peninsula on the west shore offers access to a nearly pure stand of old growth hemlock. Aquatic birds include Wood Duck, Black Tern, loon, Osprey, and Great Blue Heron. Birds in the hemlock forest include the Nashville Warbler, Goldencrowned Kinglet, N. Parula Warbler, Ovenbird, Canada Warbler, Brown Creeper, Yellow-rumped Warbler, and Rose-breasted Grosbeak. There is a well-developed emergent aquatic plant community on this shallow lake, largely of wild rice. A stream on the south end leads to Riley Lake, an undeveloped, shallow lake. From there you can paddle the Indian River on the south end upstream to Indian Springs, another marsh community with spring ponds. <br><br><strong>
<b>Phone:</b></strong> 715/674-4481 (US Forest Service) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.fs.fed.us/r9/cnnf' target='_blank'>https://www.fs.fed.us/r9/cnnf</a> <br><br><strong>Signature Species:</strong> Yellow-bellied Flycatcher, Osprey. <br><br><strong>Rare Species:</strong> Nashville Warbler. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Crandon, 6 miles west.",-88.791075,45.566528
Iron,40. Carpenter Creek/Saxon Harbor,0,"This quiet road is seldom used and the traveler has many opportunities to park along the roadside and walk quietly looking at the woodlands, ferns and wild flowers along the way. Many species of northern birds such as thrushes, warblers, hawks and woodpeckers are numerous and easy to spot. Deer and bears may be seen in the early morning or late afternoons as they cross the road. At Saxon Harbor, loons and Bald Eagles are common and sunsets are spectacular. <br><br><strong>
<b>Phone:</b></strong> 715/561-2922 (Iron County) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.ironcountywi.com' target='_blank'>https://www.ironcountywi.com</a> <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Hurley, 15 miles west.",-90.448208,46.562283
Iron,41. Lake Evelyn State Natural Area,0,"This 300-acre site contains Lake Evelyn, a soft-water seepage lake surrounded by wetlands and gently rolling forested uplands of white and red pine, and aspen. The 55-acre lake has an undeveloped shoreline and wilderness character perfect for birding. It forms the headwaters of Evelyn Creek, a tributary of the Turtle River. A floating leatherleaf bog rings the lake on the north, while the southwestern portion contains a conifer swamp. <br><br><strong>
<b>Phone:</b></strong> 715/476-2240 (Wisconsin DNR) <br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us/org/land/er/sna' target='_blank'>https://www.dnr.state.wi.us/org/land/er/sna</a> <br><br><strong>Signature Species:</strong> Bald Eagle. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Mercer, 12 miles south.",-90.075402,46.275902
Iron,42. Little Turtle Flowage,0,"A 640-acre marshland surrounded by grassland (big bluestem prairie - quite a rarity in the Northwoods) and edged by forest. <br><br><strong>
<b>Phone:</b></strong> 715/476-2240 (Wisconsin DNR) <br><strong>
<b>Website:</b> </strong> <a href='https://www.turtleflambeauflowage.com' target='_blank'>https://www.turtleflambeauflowage.com</a> <br><br><strong>Signature Species:</strong> Trumpeter Swans, Bald Eagles, and Sandhill Cranes. <br><br><strong>
<b>Seasonality:</b></strong>: Best is spring, summer & fall. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Mercer, about 3 miles away.",-90.089951,46.144875
Iron,43. Penokee Iron Range/Gile Flowage,0,"Iron County was named for the ""red gold"" iron ore that was mined in the rugged Penokee Iron Range from the 1880s until the 1960s. The most famous mine in the range was the Montreal Iron Mine ï¿½Eï¿½ï¿½E the deepest iron ore mine in the world. Montreal is a true ""company town"" where many of the houses mirror each other in design. Urban birds are found in these small towns. The Gile Flowage is a 3,384-acre flowage. Waterfowl, loons and Bald Eagles can be found in the flowage where they nest, feed and rest during migration. <br><br><strong>
<b>Phone:</b></strong> 715/456-2240 (Mercer DNR) <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Hurley, 3 miles east.",-90.225649,46.426677
Iron,44. Turtle-Flambeau Scenic Waters Area,0,"The 14,300-acre Turtle-Flambeau Flowage is the centerpiece of this state property offering more than 2000 miles of undeveloped shoreline and 195 islands. A truly wild area of water, wetland and forest. <br><br><strong>
<b>Phone:</b></strong> 715/476-2240 (Wisconsin DNR)<br><br><strong>
<b>Website:</b> </strong> <a href='https://www.turtleflambeauflowage.com' target='_blank'>https://www.turtleflambeauflowage.com</a> <br><br><strong>Signature Species:</strong> Common Loon, Bald Eagle, Merlin, Osprey and Black Terns. <br><br><strong>Rare Species:</strong> Black Tern, Merlin (nests), timber wolves. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Mercer, 9 miles northwest, which prides itself as the ""Loon Capital.""",-90.125957,46.144607
Iron,45. Underwood State Wildlife Area,0,"A 1,602-acre site with forested uplands and cedar swamp. The northern border of this property is the State of Michigan. <br><strong>
<b>Phone:</b></strong> 715/456-2240 (Wisconsin DNR) <br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us/org/land/wildlife' target='_blank'>https://www.dnr.state.wi.us/org/land/wildlife</a> <br><br><strong>Signature Species:</strong> Ruffed Grouse, Bald Eagles. <br><br><strong>Rare Species:</strong> Snowshoe hares. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Mercer, 16 miles south.",-90.092697,46.312257
Langlade,46. Ackley State Wildlife Area,0,"This 1,158-acre state-owned site is located next to 20,000 acres of county land. The property is managed with fire so it's mainly grasslands with scattered ponds. This property is managed for Sharp-tailed Grouse. It is also a good place to see grassland birds including Clay-colored and Henslow's Sparrows. Yellow-headed Blackbirds use the cattail marshes for nesting and there are numerous species of ducks nesting there. <br><br><strong>
<b>Phone:</b></strong> 715/536-4502 (Wisconsin DNR) <br> <br><strong>
<b>Website:</b> </strong> <br><a href='https://www.dnr.wi.us/org/land/wildlife' target='_blank'>https://www.dnr.wi.us/org/land/wildlife</a> <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Antigo, 11 miles west.",-89.402962,45.145605
Langlade,47. Bogus Swamp State Natural Area,0,"This 870-acre site owned by Langlade <br>County is a combination of open wetland types. The major feature is the broad muskeg of stunted tamarack and black spruce over a ground cover of sphagnum mosses, sedges, and bog shrubs. Along the northern boundary flows an intermittent, mineral-rich stream lined with emergent aquatic plants and sedge meadow. South of this zone is an unusual ï¿½""patterned bog,"" one of only two well developed examples of this type in Wisconsin. <br><br><strong>
<b>Phone:</b></strong> 608/266-7012 (Wisconsin DNR) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us/org/land/er/sna' target='_blank'>https://www.dnr.state.wi.us/org/land/er/sna</a> <br><br><strong>Signature Species:</strong> Palm Warbler, Lincoln's Sparrow, Northern Harrier, American Bittern. <br><br><strong>Rare Species:</strong> Rare plants include livid sedge, hair-like sedge, and northern bog sedge. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Summit Lake, 4 miles north.",-89.228811,45.332961
Langlade,48. Peters Marsh State Wildlife Area,0,"This 1,700-acre tract contains small ponds, marshland, grasslands and upland hardwood forest. It is an interesting mix of habitats that are attractive to many mammals and birds. This is an excellent place to find American Woodcock in the early spring. Sandhill Cranes nest here and congregate in the fall. Hawks and a variety of owls can be found here, including the Northern Saw-whet Owl. <br><br><strong>
<b>Phone:</b></strong> 715/536-4502 (Wisconsin DNR) <br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us/org/land/wildlife' target='_blank'>https://www.dnr.state.wi.us/org/land/wildlife</a> <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Antigo, 8 miles southwest.",-89.058437,45.289743
Langlade,49. Veterans County Park & Jack Lake,0,"A county park on Jack Lake. Waterfowl can be found on the lake in the spring, summer and fall. The pine and hardwood forests are excellent places to find northern birds like Goldencrowned Kinglets, Northern Waterthrushes and Winter Wrens. Coyotes, red foxes, beaver and porcupine are often seen in the area. <br><br><strong>
<b>Phone:</b></strong> 715/623-6214 <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.co.langlade.wi.us/' target='_blank'>https://www.co.langlade.wi.us/</a> <br><br><strong>
<b>Hours:</b></strong> Open daily; camping from May -Dec 1. <br><br><strong>Accessibility:</strong> One campsite is accessible, as are the fishing pier and beach. <br><br><strong>
<b>Nearest food & lodging:</b></strong> In Antigo, 15 miles south.",-89.099464,45.327621
Lincoln,50. Council Grounds State Park,0,"A 508-acre park adjacent to the Wisconsin River. The park offers 55 camp sites, restrooms, showers, swimming, a boat launch, fishing, biking and hiking. <br><br><strong>
<b>Phone:</b></strong> 715/536-8773 (Wisconsin DNR) <br><strong>
<b>Website:</b> </strong> <a href='https://www.wiparks.net' target='_blank'>https://www.wiparks.net</a> <br><br><strong>Rare Species:</strong> An occasional bear can be seen in the park as well as white-tailed deer and red fox. <br><br><strong>Admission:</strong> A daily or annual state park vehicle admission sticker is required. <br><br><strong>
<b>Hours:</b></strong> 6am-11pm. <br><br><strong>Accessibility:</strong> Accessible campsite, shelter buildings and restrooms. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Merrill, 2 miles east.",-89.737015,45.180222
Lincoln,51. Hiawatha State Trail,0,"A state-owned, crushed-stone hiking/biking trail built on a former railroad bed. The trail runs north six miles to the Lincoln/Oneida County line on the south side of Lake Nokomis. The trail is a scenic walk, offering much wildlife. <br><br><strong>
<b>Phone:</b></strong> 715/453-5334 (Tomahawk Chamber of Commerce) <br><br><strong>
<b>Website:</b> </strong> <br><a href='https://www.gototomahawk.com' target='_blank'>https://www.gototomahawk.com</a> <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Tomahawk.",-89.731092,45.49594
Lincoln,52. New Wood State Wildlife Area,0,"This 1,600-acre cedar swamp and forested upland holds deer, Ruffed Grouse, snowshoe hare, and timber wolves. The area is ideal for hiking and bird watching. Hawks, Bald Eagles and a variety of thrushes and warblers can be found here. The New Wood River runs through the northeastern side of the property. This attracts a variety of wildlife from furbearers to many species of birds. Look for Le Conte's Sparrows, Sedge Wrens, Alder Flycatchers, and Sandhill Cranes. <br><br><strong>
<b>Phone:</b></strong> 715/536-4502 (Wisconsin DNR) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us/org/land/wildlife' target='_blank'>https://www.dnr.state.wi.us/org/land/wildlife</a> <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br>Amenities: A section of the Ice Age Trail runs through this stateowned property.",-89.936571,45.304173
Lincoln,53. Treehaven Environmental Learning Center,0,"A 1,400-acre forest reserve operated by UW-Stevens Point. It is an excellent example of northern Wisconsin woodland with aspen, birch, pine, hardwood and fir. Two cold-water streams and two beaver ponds, with several old bogs and swamps, are accessible via ten miles of maintained grass trails. Treehaven's public facilities include classroom/meeting space, dining and lodging, snowshoe rental, and viewing windows for bird watchers. <br><br><strong>
<b>Phone:</b></strong> 715/453-4106 (UW-Stevens Point) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.uwsp.edu/cnr/treehaven' target='_blank'>https://www.uwsp.edu/cnr/treehaven</a> <br><br><strong>GPS:</strong> 45 29.967N; 89 32.989W <br><br><strong>Signature Species:</strong> Northern warblers, nesting Osprey, hawks, and Sandhill Cranes <br><br><strong>Rare Species:</strong> The Northern Shrike in winter. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> Food service and lodging are available at Treehaven for program and conference use , call for more information. Off-property food and accommodations in Tomahawk, 8 miles west and Rhinelander, 15 miles northeast.",-89.558616,45.508663
Oneida,54. Almon Bog Trails at Almon Park/Buck Lake,0,"This 160-acre county park offers woodland trails through old age mixed hardwoods, northern bog with a boardwalk, and lakeshore trail. Paved parking areas with an adjacent picnic area, restrooms and swimming beach. <br><br><strong>
<b>Phone:</b></strong> 715/369-6140 (Oneida County) <br><br><strong>GPS:</strong> 45.58 N Lat. 89.41 W Long. <br><br><strong>Signature Species:</strong> Common Loon and Pileated Woodpecker. <br><br><strong>Rare Species:</strong> Warbler and kinglet opportunities. Ringed neck snake. <br><br><strong>
<b>Seasonality:</b></strong>: Best in spring, summer & fall. <br><br><strong>Accessibility:</strong> Paved but steep path to lakeshore. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Rhinelander, 5 miles north.",-89.414785,45.588786
Oneida,55. Bearskin State Trail,0,"This 18-mile railbed trail offers a packed gravel surface for hiking/biking in the warmer weather, and snowmobiling in the winter. Excellent birding as the trail transects varied habitats ? northern hardwoods, bogs, old-field, marsh and springs, and trout stream. The south end of the trail is especially productive. Numerous trestles and boardwalks provide viewing stops. Fascinating interpretive signage. <br><br><strong>
<b>Phone:</b></strong> 715 /356-5211 (Wisconsin DNR) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.wiparks.net' target='_blank'>https://www.wiparks.net</a> <br><br><strong>GPS:</strong> 45.88 N Lat. 89. 70 W. Long. for the northern trailhead; 45.64 N 89.69 W. for the southern trailhead. <br><br><strong>Admission:</strong> A daily or annual state trail pass is required. <br><br><strong>
<b>Hours:</b></strong> Daylight hours. <br><br><strong>
<b>Seasonality:</b></strong>: Best in spring, summer and fall; heavy snowmobile traffic makes it unsuitable in winter. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Minocqua, Hazelhurst or Rhinelander.",-89.712811,45.871425
Oneida,56. Plum Creek Forest Resources Trail,0,"Plum Creek is the second largest private timberland owner in the Unites States with 548,000 acres in Wisconsin. This 9-mile auto trail is well marked and has a full color guidebook that is available at the site. This logging road takes you past creeks, marshes, spruce forest, aspen stands, hardwoods, and old growth pine. Boreal species like Boreal Chickadee, Gray Jay, and Yellow-bellied Flycatcher can be seen. Many species of warblers can be found here including Golden-winged, Mourning and Canada. Clear-cut areas attract flocks of warblers, thrushes and sparrows. Mammals include wolves, fishers, deer and bear. <br><br><strong>
<b>Phone:</b></strong> 715/453-7952 (Plum Creek Timber Company) <br><br><strong>Signature Species:</strong> Connecticut Warbler, nuthatches, vireos, Winter Wrens, Clay-colored Sparrow and Ruffed Grouse. <br><br><strong>
<b>Hours:</b></strong> 24/7? may be impassable in winter. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Rhinelander, 13 miles east.",-89.160576,45.656288
Oneida,57. Thunder Lake State Wildlife Area,0,"2,700 acres of sedge meadow, barrens, bog lakes and tamarack forest. This area is large, wild and filled with interesting birds. Known as a hotspot for birds, one can find Hermit and Swainson's Thrushes, and Northern Saw-whet Owls. Over 20 species of warblers nest in the area and, in the winter, flocks of grosbeaks, crossbills, Common Redpolls, and Pine Siskins can be seen. <br><br><strong>
<b>Phone:</b></strong> 715/356-5211 (Wisconsin DNR) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us/org/land/wildlife' target='_blank'>https://www.dnr.state.wi.us/org/land/wildlife</a> <br><br><strong>GPS:</strong> 45.8136 N 89.1989 W. <br><br><strong>Rare Species:</strong> Northern Hawk Owl, Yellow Rail, Short-eared Owl, LeConte's Sparrow. <br><br><strong>
<b>Seasonality:</b></strong>: Limited access in winter and early spring. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Three Lakes, 3 miles southeast.",-89.213018,45.80535
Oneida,58. Willow Flowage,0,"This area is known for attracting large concentrations of waterfowl during spring and fall migrations. Shorebirds can be seen along mud flats. Great Horned Owl, Eastern Screech Owls, Northern Saw-whet Owls and Barred Owls are found here. <br><br><strong>
<b>Phone:</b></strong> 715/356-5211. <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us' target='_blank'>https://www.dnr.state.wi.us</a> <br><br><strong>Signature Species:</strong> Bald Eagles, Osprey, loons, Sharp-tailed Grouse, shorebirds and owls. Great Gray Owls are occasionally seen in winter. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Hazelhurst, 14 miles northeast.",-89.851341,45.711334
Polk,59. D.D. Kennedy County Park,0,"A 106-acre preserve along the Balsam Branch that flows through central Polk County. A prairie restoration area features native grasses and wildflowers. The park includes a dam, millpond, and well-maintained trails. It provides a variety of habitat for a good mix of birds. <br><br><strong>
<b>Phone:</b></strong> 715/485-9294 (Polk County) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.polkcountytourism.com' target='_blank'>https://www.polkcountytourism.com</a> <br><br><strong>Signature Species:</strong> Blackthroated Green and Canada Warblers, Blue-headed Vireos, Yellow-bellied Flycatchers, Wilson's Snipe and American Woodcock.",-92.461581,45.380231
Polk,60. Interstate State Park,0,"Wisconsin's oldest state park with 85 campsites, showers, a nature center, a swimming area, a boat launch, and awesome views of the St. Croix River gorge. Three state natural areas are contained within",-92.647619,45.397787
Polk,61. McKenzie Creek State Wildlife Area,0,"This 5,497-acre wildlife area has 4.6 <br>miles of hiking trails. There are extensive hardwood forests on the property along with bogs and McKenzie Lake. Common species include American Woodcock, waterfowl, Ruffed Grouse, Bald Eagles and Osprey. The area includes six lakes and McKenzie Creek, a fine trout stream. <br><br><strong>
<b>Phone:</b></strong> 715/537-5046 (Wisconsin DNR) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us/org/land/wildlife' target='_blank'>https://www.dnr.state.wi.us/org/land/wildlife</a>",-92.249837,45.644828
Polk,62. York Park,0,"The park offers 40 acres of urban, mixed hardwood forest on a hilly site, boggy wetland, and one-quarter mile of undeveloped lakeshore. Enjoy three miles of graveled trails and a viewing platform. Birds in the forest include Golden-winged, Northern Parula, Magnolia, Blackburnian and Mourning Warblers, Evening Grosbeaks, Red-eyed and Blue-headed Vireos, and Brown Creepers. On the lake, one can find Common Loons, Bald Eagles, Osprey and a variety of ducks and herons. <br><br><strong>
<b>Phone:</b></strong> 715/268-7486 (City of Amery) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.polkcountytoursm.com' target='_blank'>https://www.polkcountytoursm.com</a> <br><br><strong>Signature Species:</strong> Spring migratory warblers, and loons on the lake. <br><br><strong>
<b>Hours:</b></strong> Open 6am-10pm daily. <br><br><strong>
<b>Seasonality:</b></strong>: Best in spring, summer & fall. <br><br><strong>Accessibility:</strong> One trail is paved, railed fishing pier. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Amery.",-92.362747,45.318448
Price,63. Blockhouse Lake/Hay Creek,0,"Upland forest, conifers, streams, wetlands and Blockhouse Lake combine to create abundant habitat for many birds and mammals. Good concentrations of waterfowl are attracted to Blockhouse Lake during migrations. Mammals include fishers, timber wolf and bobcats. <br><br><strong>
<b>Phone:</b></strong> 715/762-3204 (Wisconsin DNR) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.state.wi.us/org/land/wildlife' target='_blank'>https://www.dnr.state.wi.us/org/land/wildlife</a> <br><br><strong>Signature Species:</strong> Trumpeter Swans, Black-backed Woodpeckers, Gray Jays, Bald Eagle, Common Raven, Boreal Chickadee and Sharp-tailed Grouse. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Park Falls, 8 miles southwest.",-90.329976,45.96538
Price,64. Kimberly Clark State Wildlife Area,0,"This area is managed with fire for Sharp-tailed Grouse that can be found most mornings eating gravel along the roads. Three small flowages have been constructed with associated bogs and marshes. Deer, bears and fishers are often observed along with Sandhill Cranes and a nice variety of waterfowl. Loons, Osprey and Bald Eagles also use this area. <br><br><strong>
<b>Phone:</b></strong> 715/762-3204 (Wisconsin DNR) <br><br><strong>
<b>Website:</b> </strong> <a href='https://www.dnr.wi.gov/org/land/wildlife' target='_blank'>https://www.dnr.wi.gov/org/land/wildlife</a> <br><br><strong>Signature Species:</strong> Goldenwinged Warblers and Clay-colored Sparrows. <br><br><strong>
<b>Hours:</b></strong> 24/7. <br><br><strong><strong><strong>
<b>Nearest food & lodging:</b></strong></strong></strong> In Fifield or Phillips - both about 12 miles east.",-90.64888,45.762194
